crop,maturity_stage,hours_since_harvest,temperature_c,humidity_percent,ethylene_ppm,voc_index,co2_ppm,weight_loss_percent,spoilage_risk
Banana,Unripe,70,27.25,55.3,0.381,2.812,789.9,5.17,Low
Tomato,Ripe,30,27.15,42.98,0.821,3.649,462.4,3.81,Low
Tomato,Semi-Ripe,4,26.64,66.36,4.449,3.065,589.4,5.2,Low
Brinjal,Ripe,111,27.02,85.37,1.331,3.325,545.4,2.34,Medium
Mango,Unripe,126,33.88,88.1,0.773,2.207,542.7,5.2,Medium
Brinjal,Semi-Ripe,4,17.72,72.26,0.896,3.163,497.2,2.0,Low
Banana,Ripe,144,18.99,91.54,1.351,2.337,356.0,4.64,Medium
Brinjal,Ripe,97,24.83,67.48,3.277,2.014,300.0,5.66,Low
Brinjal,Ripe,48,27.06,79.44,0.69,4.587,653.8,0.03,Low
Tomato,Unripe,26,29.76,62.59,0.588,0.1,426.0,6.4,Low
Banana,Unripe,182,28.89,61.82,0.381,0.439,300.0,4.42,Medium
Brinjal,Ripe,25,25.46,59.87,1.075,2.921,552.6,0.0,Low
Mango,Semi-Ripe,48,31.08,43.27,0.374,2.209,550.3,1.83,Low
Tomato,Semi-Ripe,171,31.12,83.45,0.723,0.919,592.1,4.74,Medium
Banana,Unripe,151,27.74,60.3,0.529,1.34,633.9,3.06,Low
Onion,Ripe,240,30.85,58.38,2.121,1.483,389.7,1.69,Low
Mango,Semi-Ripe,9,28.09,53.84,0.701,3.482,395.0,2.78,Low
Mango,Semi-Ripe,46,24.75,65.55,1.32,3.834,461.8,1.75,Low
Tomato,Ripe,159,29.79,89.16,0.325,4.304,598.6,5.58,Medium
Brinjal,Semi-Ripe,55,27.44,93.13,1.096,0.752,300.0,1.24,Low
Mango,Semi-Ripe,91,27.01,48.07,0.431,0.996,515.4,7.66,Low
Tomato,Semi-Ripe,71,32.89,63.75,0.742,0.921,611.9,4.28,Low
Tomato,Semi-Ripe,194,17.2,55.59,4.701,3.918,606.9,5.18,Medium
Mango,Semi-Ripe,189,21.33,79.86,1.92,2.959,585.0,5.89,Medium
Mango,Unripe,194,22.25,71.44,0.914,2.588,627.6,1.55,Medium
Banana,Semi-Ripe,121,25.55,60.36,9.386,2.753,300.0,3.06,Low
Banana,Unripe,117,25.98,68.87,0.527,2.438,693.6,7.11,Medium
Banana,Ripe,137,20.97,62.27,2.261,1.267,539.6,3.57,Low
Mango,Semi-Ripe,16,23.06,87.37,0.342,3.064,660.2,2.58,Low
Tomato,Unripe,131,23.56,74.56,0.843,2.295,359.0,3.23,Low
Brinjal,Unripe,66,36.83,76.04,0.389,1.18,300.0,5.93,Low
Banana,Ripe,225,34.21,36.0,1.197,3.132,714.4,4.76,Medium
Tomato,Ripe,44,25.35,67.2,1.04,2.032,388.8,0.77,Low
Tomato,Ripe,8,25.55,93.0,0.806,2.75,462.7,7.24,Low
Onion,Ripe,232,22.4,83.91,2.148,2.363,563.3,2.81,Medium
Onion,Ripe,38,19.37,45.83,0.672,3.481,592.7,2.78,Low
Tomato,Semi-Ripe,124,26.53,64.24,1.257,2.742,629.4,2.47,Medium
Banana,Ripe,92,23.01,53.58,1.776,1.528,526.8,2.34,Low
Banana,Ripe,64,26.66,88.53,0.354,2.854,373.5,1.36,Low
Banana,Semi-Ripe,117,20.6,70.93,0.592,2.89,584.8,2.93,Low
Onion,Unripe,176,23.95,58.79,1.038,3.062,586.7,6.38,Medium
Banana,Ripe,27,27.59,68.41,1.554,3.639,300.0,0.0,Low
Mango,Ripe,159,28.46,36.71,2.704,1.822,670.2,6.68,Medium
Brinjal,Semi-Ripe,215,28.67,54.98,0.86,3.235,300.0,7.04,Medium
Onion,Ripe,69,21.72,68.44,0.801,0.603,624.1,4.24,Low
Tomato,Unripe,163,30.42,78.15,0.543,2.368,423.9,4.68,Medium
Onion,Ripe,221,23.8,44.7,1.26,2.198,584.7,5.65,Medium
Brinjal,Unripe,224,29.53,63.43,0.812,4.093,561.2,7.75,Medium
Onion,Unripe,156,26.96,80.12,0.825,2.328,495.5,1.23,Low
Onion,Unripe,226,21.49,50.58,0.936,3.169,554.1,6.52,Medium
Tomato,Unripe,187,25.74,70.75,1.471,0.562,489.6,3.4,Low
Banana,Unripe,123,28.46,68.79,0.674,2.113,585.7,5.46,Medium
Tomato,Semi-Ripe,30,29.45,88.57,0.582,1.569,762.2,1.76,Low
Tomato,Semi-Ripe,205,26.44,65.24,1.353,5.223,339.1,6.23,Low
Onion,Semi-Ripe,69,33.13,65.94,0.12,1.767,300.0,0.54,Low
Mango,Ripe,177,31.03,78.26,0.655,2.581,450.1,1.58,Medium
Tomato,Semi-Ripe,155,25.97,52.08,0.447,2.639,441.9,4.16,Medium
Onion,Unripe,86,30.0,65.35,2.322,0.752,454.7,6.12,Low
Banana,Unripe,186,34.74,62.53,0.734,1.921,388.8,5.7,Medium
Tomato,Ripe,158,34.84,66.33,0.675,2.945,604.7,5.35,Low
Mango,Unripe,179,22.09,78.18,0.967,2.594,334.2,6.2,Medium
Tomato,Ripe,229,23.29,74.65,0.659,0.1,554.1,4.53,Medium
Brinjal,Ripe,66,32.94,59.02,0.754,1.876,576.6,4.39,Low
Onion,Ripe,184,22.77,69.64,1.07,3.623,538.0,3.66,Medium
Mango,Unripe,9,21.71,85.89,0.744,3.147,558.5,2.04,Low
Onion,Ripe,170,25.06,58.02,0.74,3.84,613.9,4.2,Medium
Mango,Ripe,37,28.68,69.74,0.493,1.416,506.4,1.96,Low
Banana,Ripe,53,26.59,65.68,0.446,3.909,458.4,3.02,Low
Mango,Ripe,47,24.4,67.24,1.043,2.451,558.4,2.61,Low
Tomato,Unripe,200,24.3,48.43,1.239,4.251,572.0,3.63,Medium
Tomato,Semi-Ripe,90,24.15,84.93,0.368,2.504,606.8,3.33,Medium
Banana,Semi-Ripe,93,23.48,58.71,1.702,0.248,300.0,3.9,Low
Tomato,Semi-Ripe,87,36.13,80.31,1.707,3.434,478.0,1.56,Low
Onion,Semi-Ripe,150,28.19,60.54,1.978,2.012,372.2,5.05,Low
Onion,Ripe,220,30.55,60.49,1.234,2.086,567.3,4.25,Medium
Mango,Unripe,163,25.04,82.56,1.562,0.902,587.2,4.81,Medium
Mango,Semi-Ripe,24,26.26,79.93,4.616,4.284,467.1,1.59,Low
Tomato,Semi-Ripe,124,24.15,70.5,0.81,1.927,412.5,5.88,Low
Banana,Semi-Ripe,25,16.39,77.13,0.481,4.233,571.6,4.52,Low
Onion,Semi-Ripe,39,21.49,64.54,0.342,2.026,484.0,1.08,Low
Mango,Ripe,47,19.76,67.9,3.418,1.479,671.2,4.01,Low
Brinjal,Ripe,168,18.0,60.06,3.449,3.951,712.8,7.12,Medium
Mango,Semi-Ripe,210,22.22,78.85,0.523,2.419,620.1,3.31,Medium
Banana,Unripe,59,32.3,59.68,0.601,2.43,527.9,1.64,Low
Banana,Ripe,227,26.82,85.82,0.797,1.09,719.1,6.55,High
Onion,Ripe,63,32.16,64.21,2.356,1.997,528.9,0.9,Low
Banana,Ripe,74,28.64,68.25,0.406,2.972,442.5,1.99,Low
Brinjal,Unripe,30,30.13,77.1,0.252,1.071,419.0,1.03,Low
Onion,Unripe,11,23.4,68.29,4.56,1.907,415.6,3.98,Low
Onion,Semi-Ripe,149,29.1,64.43,1.244,2.038,499.2,3.04,Medium
Onion,Unripe,98,29.91,67.64,1.374,2.573,555.6,3.16,Low
Tomato,Unripe,28,24.69,78.73,0.866,4.128,330.2,1.49,Low
Tomato,Unripe,136,29.24,60.05,1.385,2.17,446.1,6.2,Low
Banana,Ripe,83,29.26,66.49,0.346,1.74,525.5,1.95,Low
Mango,Unripe,94,24.8,68.12,0.555,5.521,577.2,1.09,Low
Brinjal,Semi-Ripe,214,22.51,78.38,1.076,2.023,496.9,2.46,Low
Banana,Ripe,97,22.26,66.8,0.204,2.29,529.3,4.91,Low
Banana,Unripe,109,27.35,89.7,0.809,2.106,351.4,5.19,Low
Tomato,Semi-Ripe,165,28.31,66.12,0.775,2.196,390.6,6.73,Low
Mango,Ripe,215,23.83,65.15,0.809,2.586,492.7,2.81,Medium
Banana,Semi-Ripe,177,27.11,65.95,0.68,3.513,561.3,4.21,Medium
Brinjal,Unripe,118,29.28,52.2,0.498,2.944,527.8,8.29,Low
Tomato,Ripe,73,29.47,55.56,0.279,3.685,398.1,2.83,Low
Brinjal,Ripe,43,33.21,61.63,1.107,3.648,471.6,2.0,Low
Banana,Semi-Ripe,29,32.11,81.63,0.811,2.729,681.4,2.81,Low
Mango,Unripe,182,22.99,67.6,0.382,2.914,565.3,5.64,Low
Onion,Ripe,177,33.73,62.18,1.045,3.72,480.5,5.55,Medium
Banana,Unripe,85,24.88,82.72,0.813,1.278,376.9,2.41,Low
Mango,Ripe,226,31.18,86.61,0.724,5.248,414.4,4.16,Medium
Brinjal,Unripe,232,27.27,83.06,0.221,1.936,500.8,4.75,Medium
Tomato,Semi-Ripe,149,25.35,57.76,1.613,2.114,533.1,2.97,Medium
Brinjal,Ripe,63,19.77,62.06,0.422,1.167,567.9,1.03,Low
Brinjal,Semi-Ripe,122,26.31,89.76,1.045,1.2,546.6,7.22,Low
Banana,Ripe,198,20.76,70.89,0.568,3.571,455.6,4.14,Medium
Mango,Ripe,122,30.87,64.79,0.762,4.997,438.7,3.33,Medium
Mango,Semi-Ripe,119,33.07,76.62,2.24,1.876,745.6,3.35,Medium
Mango,Ripe,128,23.81,80.09,1.451,2.882,433.2,3.89,Low
Tomato,Unripe,202,28.21,61.14,2.206,2.742,345.0,5.71,Medium
Onion,Unripe,98,24.1,70.63,1.26,3.6,303.4,2.84,Low
Onion,Semi-Ripe,44,24.49,79.12,1.32,4.941,457.6,5.08,Low
Banana,Unripe,123,30.1,54.08,0.287,4.173,612.8,5.05,Low
Onion,Semi-Ripe,152,26.85,68.15,0.801,2.237,430.9,3.98,Low
Brinjal,Unripe,225,33.96,54.63,0.854,3.082,677.3,4.0,Medium
Brinjal,Semi-Ripe,27,25.07,56.2,2.355,3.191,499.1,4.78,Low
Brinjal,Unripe,227,31.0,61.24,0.702,2.478,633.1,4.93,Medium
Banana,Semi-Ripe,194,27.39,73.73,1.204,1.294,409.1,2.59,Low
Banana,Semi-Ripe,171,30.18,64.14,1.171,1.621,410.9,6.39,Medium
Tomato,Semi-Ripe,56,25.21,60.22,2.249,3.763,510.9,1.86,Low
Brinjal,Ripe,49,26.8,68.62,0.911,3.876,557.9,4.65,Low
Banana,Semi-Ripe,103,26.54,54.24,1.785,2.272,478.5,0.0,Low
Mango,Unripe,43,23.66,73.15,0.303,2.787,535.1,2.35,Low
Banana,Semi-Ripe,158,29.65,81.58,0.323,3.817,570.6,6.48,Medium
Onion,Ripe,181,29.6,67.05,0.202,0.625,329.5,4.68,Low
Banana,Unripe,115,29.37,65.57,1.734,2.009,459.1,4.96,Low
Banana,Unripe,166,33.15,72.48,1.603,4.72,437.8,2.87,Low
Mango,Ripe,187,32.8,43.66,1.873,2.829,443.6,5.37,Medium
Onion,Unripe,220,25.5,74.44,0.622,1.258,548.8,5.15,Low
Tomato,Ripe,165,28.49,95.0,0.674,2.629,439.4,4.92,Medium
Onion,Semi-Ripe,56,24.51,66.53,0.919,3.624,300.0,6.84,Low
Onion,Ripe,31,27.09,66.57,2.747,0.1,471.6,5.22,Low
Tomato,Ripe,226,24.6,76.92,3.273,2.694,372.3,6.64,Medium
Banana,Ripe,186,33.48,87.74,1.743,2.09,559.6,6.18,Medium
Banana,Ripe,204,28.45,79.7,1.261,0.694,596.7,3.31,Medium
Onion,Semi-Ripe,102,26.13,42.13,2.547,2.59,300.0,2.88,Low
Mango,Unripe,37,31.77,74.76,0.836,2.35,407.1,0.19,Low
Brinjal,Ripe,144,18.32,95.0,0.761,2.474,542.4,1.94,Medium
Tomato,Unripe,154,18.94,75.47,0.914,2.117,330.9,2.75,Low
Onion,Semi-Ripe,52,30.18,54.14,0.504,1.377,593.9,3.07,Low
Brinjal,Unripe,113,27.24,71.38,0.885,0.9,625.9,1.65,Low
Mango,Semi-Ripe,101,28.0,52.63,0.457,1.74,480.6,3.64,Low
Tomato,Unripe,62,21.69,82.79,2.049,3.445,407.1,2.97,Low
Tomato,Ripe,196,26.91,56.53,1.463,2.756,300.0,2.81,Low
Onion,Semi-Ripe,117,35.01,68.89,2.72,2.424,597.7,6.65,Medium
Brinjal,Ripe,223,30.3,57.71,0.32,1.356,740.3,2.79,Medium
Mango,Unripe,0,27.68,61.44,3.786,2.089,715.5,4.51,Low
Banana,Semi-Ripe,226,25.24,85.83,0.333,3.311,476.6,1.15,Medium
Banana,Semi-Ripe,159,25.42,69.24,0.432,3.055,368.9,4.15,Low
Tomato,Ripe,168,18.48,61.29,0.648,1.975,600.5,2.36,Low
Banana,Ripe,69,28.03,54.26,2.498,0.1,484.8,2.15,Low
Brinjal,Semi-Ripe,19,30.38,45.54,1.171,1.758,557.4,5.99,Low
Brinjal,Ripe,55,20.7,52.98,0.843,1.969,536.3,2.54,Low
Tomato,Semi-Ripe,106,24.35,69.34,0.574,1.502,511.2,1.78,Low
Onion,Ripe,81,22.37,79.76,0.382,2.046,623.4,4.35,Low
Tomato,Ripe,46,23.14,61.28,2.21,3.398,627.9,2.41,Low
Onion,Ripe,3,27.21,86.85,1.749,2.459,437.3,2.81,Low
Onion,Semi-Ripe,168,18.66,59.39,2.577,3.589,389.2,2.87,Medium
Brinjal,Unripe,160,29.46,65.14,1.32,0.841,300.0,2.86,Low
Banana,Ripe,38,30.02,55.05,0.157,2.164,458.5,1.54,Low
Tomato,Semi-Ripe,188,26.0,79.89,0.418,0.367,368.8,6.19,Medium
Mango,Ripe,235,17.08,93.17,1.385,2.031,550.3,4.91,Medium
Banana,Unripe,240,23.01,46.86,0.772,1.35,459.7,3.49,Low
Tomato,Unripe,46,31.93,63.85,0.676,3.909,472.7,3.34,Low
Brinjal,Semi-Ripe,102,15.89,83.18,0.462,2.951,597.4,3.87,Low
Onion,Ripe,12,25.61,50.64,1.941,3.616,547.7,3.68,Low
Brinjal,Unripe,2,22.28,74.8,1.376,2.028,486.0,1.66,Low
Onion,Unripe,203,30.22,82.66,1.42,1.378,702.4,4.8,Medium
Banana,Semi-Ripe,233,24.3,68.94,0.642,1.343,588.6,6.06,Medium
Mango,Ripe,48,28.62,74.6,1.131,2.792,450.1,1.26,Low
Tomato,Unripe,111,29.26,89.13,0.392,4.491,455.4,5.43,Low
Banana,Ripe,5,34.34,91.38,0.913,2.954,594.6,2.59,Low
Tomato,Semi-Ripe,196,26.19,67.26,0.17,2.088,524.3,2.87,Medium
Brinjal,Ripe,132,28.5,61.61,0.334,2.292,365.5,2.09,Low
Onion,Ripe,70,21.06,56.96,0.798,2.466,607.4,3.16,Low
Tomato,Ripe,233,31.76,79.72,5.273,4.729,650.9,4.31,Medium
Banana,Unripe,32,23.96,51.54,0.284,3.857,641.8,4.24,Low
Banana,Semi-Ripe,64,24.76,64.97,0.419,2.786,685.1,2.75,Low
Mango,Semi-Ripe,180,26.91,69.23,1.164,2.621,748.3,5.21,Medium
Mango,Semi-Ripe,98,20.75,61.96,3.451,2.829,707.6,2.15,Low
Brinjal,Ripe,168,27.92,71.36,1.152,3.044,540.9,4.47,Low
Mango,Semi-Ripe,57,30.87,95.0,1.635,2.045,475.0,5.55,Low
Tomato,Semi-Ripe,158,28.17,66.54,0.79,1.572,300.0,4.13,Low
Brinjal,Ripe,134,20.64,62.78,0.699,3.635,501.3,3.11,Medium
Tomato,Semi-Ripe,11,26.5,80.18,1.059,2.524,562.3,1.08,Low
Mango,Semi-Ripe,77,29.97,70.88,0.631,3.544,505.2,3.39,Low
Tomato,Semi-Ripe,71,19.49,85.27,1.66,4.311,300.0,5.89,Low
Banana,Unripe,142,22.7,69.98,0.325,3.073,465.6,1.75,Low
Mango,Unripe,105,30.51,65.02,1.864,2.894,577.4,3.67,Medium
Mango,Semi-Ripe,115,28.08,46.6,1.028,6.02,376.9,0.8,Low
Mango,Unripe,40,28.65,48.56,0.86,2.728,519.9,2.24,Low
Banana,Ripe,223,34.44,45.97,0.317,1.3,551.8,5.65,Low
Brinjal,Semi-Ripe,180,28.87,72.55,0.504,2.191,634.2,1.82,Medium
Onion,Semi-Ripe,161,29.63,51.65,2.314,4.207,705.5,3.63,Low
Brinjal,Semi-Ripe,66,37.84,83.07,0.864,1.076,454.7,3.81,Low
Banana,Ripe,164,26.14,68.36,1.215,1.672,522.1,4.7,Low
Banana,Ripe,56,23.81,65.07,0.54,3.717,525.8,3.78,Low
Banana,Semi-Ripe,117,28.71,57.87,0.98,2.201,577.9,2.15,Low
Tomato,Semi-Ripe,64,28.76,75.47,0.383,2.379,564.5,3.79,Low
Banana,Ripe,73,24.89,58.35,1.072,3.681,671.0,2.3,Low
Brinjal,Semi-Ripe,156,22.87,56.18,1.296,1.711,300.0,5.66,Medium
Onion,Ripe,75,36.24,82.26,1.252,0.885,550.2,0.0,Low
Tomato,Unripe,175,28.31,72.26,0.531,0.972,558.5,4.08,Medium
Brinjal,Semi-Ripe,121,24.07,65.18,0.787,3.14,471.8,4.13,Low
Tomato,Unripe,236,30.66,75.7,1.456,2.785,300.0,7.76,Medium
Tomato,Semi-Ripe,46,26.56,68.11,0.862,1.738,492.7,3.21,Low
Tomato,Semi-Ripe,227,25.99,72.6,0.818,1.225,414.7,5.56,Medium
Tomato,Ripe,31,29.25,58.2,3.79,2.202,701.4,3.55,Low
Tomato,Unripe,132,21.83,92.84,0.514,3.728,545.0,6.34,High
Banana,Ripe,89,28.41,61.04,2.13,1.581,404.5,2.88,Low
Onion,Ripe,181,34.65,86.67,0.446,1.771,300.0,2.15,Medium
Brinjal,Semi-Ripe,31,28.86,65.73,1.581,1.19,570.9,0.0,Low
Brinjal,Unripe,61,25.5,77.69,1.642,2.096,583.5,4.43,Low
Tomato,Ripe,55,24.97,76.81,0.7,2.872,474.1,3.56,Low
Onion,Unripe,221,25.36,81.76,0.426,4.827,572.4,4.69,Medium
Banana,Ripe,128,25.98,57.91,0.252,2.74,458.2,2.98,Low
Tomato,Ripe,39,25.49,80.91,0.65,2.441,628.1,3.29,Low
Brinjal,Unripe,190,30.67,90.16,1.445,3.449,619.1,5.16,Medium
Brinjal,Semi-Ripe,68,20.07,64.9,0.47,3.266,303.3,4.18,Low
Banana,Semi-Ripe,54,30.45,68.42,1.07,1.865,332.6,1.15,Low
Brinjal,Ripe,119,25.48,61.72,0.356,5.032,743.8,0.75,Low
Brinjal,Ripe,190,28.51,63.84,0.849,2.473,611.9,3.14,Medium
Banana,Ripe,202,22.49,88.54,0.448,2.76,348.5,2.49,Medium
Mango,Unripe,3,32.31,55.95,0.947,3.106,311.6,0.01,Low
Onion,Ripe,216,31.98,56.69,0.704,2.88,524.9,7.92,Medium
Brinjal,Ripe,240,30.84,87.33,0.435,4.178,362.9,1.3,Medium
Banana,Ripe,77,20.94,75.49,0.631,1.851,462.0,4.27,Low
Brinjal,Unripe,124,30.32,93.44,0.52,3.362,494.3,5.62,Medium
Mango,Ripe,90,28.62,62.59,0.399,2.681,489.1,5.36,Low
Onion,Semi-Ripe,114,20.58,69.52,2.134,3.581,635.2,4.37,Low
Brinjal,Unripe,157,26.9,60.07,0.777,2.264,720.2,6.76,Medium
Brinjal,Semi-Ripe,156,28.46,69.72,0.214,2.115,442.5,7.58,Low
Mango,Semi-Ripe,114,29.22,46.71,0.646,3.305,364.3,3.32,Low
Mango,Ripe,114,27.71,76.22,1.897,2.894,546.7,4.67,Low
Onion,Unripe,117,28.16,71.88,0.587,1.598,695.8,6.2,Medium
Brinjal,Unripe,98,32.89,67.31,2.853,3.98,451.6,2.12,Low
Tomato,Semi-Ripe,29,31.9,63.32,0.549,3.306,602.0,2.41,Low
Onion,Semi-Ripe,89,15.53,57.26,1.422,2.418,399.5,2.44,Low
Tomato,Ripe,172,25.73,76.73,2.066,1.985,502.6,5.39,Medium
Banana,Unripe,235,26.34,53.95,1.37,2.901,360.6,1.9,Medium
Banana,Ripe,195,19.99,74.14,0.382,3.227,501.3,7.43,Medium
Mango,Unripe,207,27.38,92.89,0.517,0.747,486.0,5.94,Medium
Banana,Semi-Ripe,188,32.0,85.83,2.268,2.913,573.0,5.82,Medium
Tomato,Ripe,121,22.65,49.94,0.569,3.218,713.4,0.0,Low
Brinjal,Unripe,164,28.35,61.56,1.98,0.1,453.3,2.6,Low
Brinjal,Unripe,201,23.34,73.06,0.74,2.716,300.0,7.59,Low
Onion,Semi-Ripe,53,24.31,67.16,1.104,3.264,475.7,2.82,Low
Banana,Unripe,35,32.91,51.21,0.379,3.139,535.9,0.0,Low
Banana,Unripe,64,24.83,72.62,0.653,3.383,524.2,3.67,Low
Tomato,Unripe,127,28.85,67.88,0.542,2.14,481.1,5.25,Low
Mango,Semi-Ripe,189,19.52,90.97,1.171,1.356,678.5,5.72,Medium
Banana,Semi-Ripe,108,34.45,64.96,1.067,0.52,516.3,3.53,Low
Banana,Unripe,236,29.41,82.02,1.382,3.701,487.4,7.38,Medium
Onion,Unripe,78,26.27,52.79,0.709,3.273,406.7,2.17,Low
Mango,Ripe,111,29.3,55.66,0.521,3.785,300.0,4.8,Low
Tomato,Semi-Ripe,221,21.36,76.66,1.136,1.702,539.5,5.4,Medium
Onion,Semi-Ripe,41,31.73,81.0,0.486,3.384,529.5,2.75,Low
Banana,Ripe,200,25.7,56.51,2.127,0.847,372.9,4.22,Medium
Tomato,Ripe,36,26.18,68.29,0.923,1.544,494.7,2.31,Low
Onion,Unripe,218,25.03,51.42,0.796,2.639,482.7,5.17,Medium
Mango,Semi-Ripe,77,24.68,65.83,1.382,3.23,425.1,2.9,Low
Onion,Unripe,153,29.78,78.04,0.948,4.347,404.8,5.66,Medium
Mango,Ripe,171,28.02,62.78,0.313,2.236,548.6,3.59,Low
Mango,Semi-Ripe,90,29.61,65.01,0.476,1.548,472.9,6.4,Low
Mango,Unripe,132,26.96,54.44,2.097,1.491,429.1,3.04,Low
Tomato,Ripe,182,29.05,60.22,1.06,1.743,396.6,6.34,Medium
Onion,Semi-Ripe,211,25.32,89.1,0.308,4.943,484.4,6.77,Medium
Banana,Unripe,26,35.92,68.88,1.28,3.333,610.9,3.11,Low
Banana,Unripe,119,20.73,55.97,0.676,3.724,524.8,4.07,Low
Mango,Ripe,205,32.04,64.22,0.542,2.237,471.5,3.65,Medium
Banana,Semi-Ripe,133,32.47,48.83,0.449,2.498,537.0,3.17,Low
Banana,Ripe,6,23.59,55.83,2.014,3.269,663.7,2.97,Low
Mango,Unripe,30,35.92,84.32,0.253,1.944,558.8,2.78,Low
Banana,Unripe,197,30.98,66.29,0.556,2.18,531.2,6.99,Low
Banana,Ripe,102,30.88,90.69,1.088,1.758,576.6,2.91,Low
Brinjal,Unripe,169,27.11,66.86,3.019,2.008,481.0,3.82,Low
Brinjal,Ripe,215,26.13,67.57,1.474,2.554,522.1,2.08,Medium
Brinjal,Ripe,21,26.16,75.69,0.553,1.596,441.3,3.91,Low
Tomato,Unripe,109,28.56,35.93,2.917,2.815,313.9,4.8,Low
Onion,Ripe,35,32.6,70.46,0.387,2.813,541.1,4.68,Low
Brinjal,Ripe,202,27.73,67.41,1.204,2.303,541.6,6.78,Medium
Brinjal,Unripe,109,23.35,85.83,1.407,1.59,465.5,5.23,Low
Brinjal,Semi-Ripe,211,30.3,79.58,0.54,2.615,624.3,6.53,Medium
Banana,Semi-Ripe,72,30.68,54.4,1.63,1.945,413.4,4.46,Low
Banana,Unripe,35,29.62,82.91,0.698,2.551,300.0,4.3,Low
Tomato,Ripe,209,29.98,64.85,1.627,3.708,416.3,1.69,Medium
Onion,Ripe,147,25.92,57.15,0.276,1.122,315.1,2.28,Low
Onion,Semi-Ripe,46,23.28,70.37,1.264,4.891,540.6,0.78,Low
Onion,Ripe,167,23.53,65.57,0.749,2.42,409.8,6.79,Medium
Brinjal,Ripe,100,20.46,86.46,2.236,2.953,618.2,2.29,Low
Mango,Ripe,11,27.95,72.09,0.97,1.672,615.7,1.51,Low
Mango,Semi-Ripe,62,26.67,70.47,2.398,3.756,389.0,3.26,Low
Onion,Ripe,180,25.24,78.81,1.427,2.362,403.0,2.42,Medium
Mango,Ripe,30,15.18,81.11,0.915,2.066,564.1,3.54,Low
Brinjal,Semi-Ripe,81,22.01,77.4,1.736,1.867,617.6,0.0,Low
Brinjal,Semi-Ripe,62,31.48,85.03,1.743,2.205,300.0,1.12,Low
Tomato,Unripe,176,24.34,75.3,1.391,2.96,533.8,4.97,Medium
Tomato,Semi-Ripe,207,28.44,70.01,0.201,2.69,300.0,2.75,Medium
Tomato,Ripe,189,21.44,82.87,0.503,2.456,434.2,7.11,Medium
Brinjal,Ripe,172,32.75,66.91,2.635,1.717,631.2,4.65,Medium
Mango,Ripe,21,26.42,68.4,0.415,1.654,861.2,4.79,Low
Mango,Unripe,220,28.16,88.66,1.855,1.993,471.3,5.78,Medium
Onion,Ripe,38,36.3,87.46,1.64,3.006,350.3,2.93,Low
Banana,Semi-Ripe,97,33.07,67.9,0.602,3.228,438.4,1.87,Low
Tomato,Semi-Ripe,199,25.77,62.56,0.247,3.377,507.9,6.56,Medium
Mango,Unripe,57,24.63,85.56,0.672,2.498,419.6,3.98,Low
Banana,Ripe,52,25.7,77.61,4.283,2.922,389.0,6.88,Low
Banana,Semi-Ripe,6,29.04,71.79,0.546,2.315,448.8,4.06,Low
Brinjal,Unripe,86,26.58,64.14,0.574,0.583,547.5,2.82,Low
Onion,Semi-Ripe,119,25.42,71.98,0.497,2.262,479.7,4.45,Medium
Tomato,Ripe,112,32.87,67.74,2.34,2.087,394.2,4.6,Low
Mango,Ripe,9,26.54,60.03,0.844,1.357,419.6,4.7,Low
Brinjal,Unripe,49,36.2,69.55,0.645,1.876,450.3,5.47,Low
Tomato,Ripe,1,27.36,71.19,2.69,2.649,380.1,2.22,Low
Banana,Unripe,54,34.14,63.5,1.5,1.253,415.1,0.96,Low
Tomato,Semi-Ripe,145,28.43,78.85,0.525,1.718,577.2,0.9,Low
Banana,Semi-Ripe,2,30.85,83.47,0.425,4.203,472.4,0.47,Low
Tomato,Semi-Ripe,39,24.1,79.64,2.25,0.737,300.0,1.9,Low
Brinjal,Unripe,131,23.58,64.69,1.012,2.298,623.0,6.78,Medium
Banana,Unripe,134,28.84,77.07,0.338,1.217,550.0,6.84,Low
Onion,Unripe,215,30.95,68.94,0.287,1.673,334.0,6.81,Medium
Tomato,Semi-Ripe,138,27.16,53.17,0.458,2.282,456.2,6.37,Low
Onion,Ripe,223,21.85,76.07,0.42,1.414,404.9,3.9,Medium
Banana,Unripe,174,21.56,69.75,0.239,3.131,581.2,1.86,Low
Banana,Ripe,132,21.29,95.0,0.463,3.986,455.4,2.27,Low
Brinjal,Unripe,92,19.93,85.49,0.526,3.426,491.3,0.0,Low
Brinjal,Semi-Ripe,26,27.44,76.53,0.723,3.627,477.3,0.81,Low
Onion,Ripe,169,31.5,70.99,3.271,0.982,322.4,3.62,Low
Onion,Ripe,226,26.95,69.96,0.83,2.233,668.6,5.51,Medium
Mango,Ripe,88,17.96,55.96,0.889,3.014,579.5,3.8,Low
Mango,Semi-Ripe,85,26.24,47.13,1.428,3.458,410.3,2.28,Low
Onion,Semi-Ripe,23,26.35,57.53,0.847,4.429,523.0,3.8,Low
Onion,Ripe,144,35.38,67.43,1.323,3.676,616.9,3.02,Low
Onion,Unripe,74,21.17,42.73,1.217,3.486,506.7,3.41,Low
Onion,Ripe,2,25.44,61.47,1.09,5.397,686.8,0.53,Low
Brinjal,Unripe,1,33.82,65.03,6.935,2.606,850.1,4.47,Low
Onion,Unripe,80,28.8,65.41,1.892,2.182,484.9,3.5,Low
Brinjal,Unripe,111,29.25,60.06,0.469,2.695,430.1,5.05,Low
